wings,tenders,fries_reg,fries_large,veggies,dips,drinks,flavours,date,menu_item,quantity,is_event_day,is_weekend
30,0,0,2,2,4,4,4,2024-09-08,15pc Meal for 2,2,0,1
48,0,0,2,2,6,0,6,2024-09-09,24pc Family Pack,2,0,0
24,0,3,0,0,3,3,6,2024-09-09,8pc Wing Combo,3,0,0
20,0,0,0,0,0,0,3,2024-09-09,20 Wings,1,0,0
48,18,0,3,0,9,0,12,2024-09-09,Game Night Bundle,3,0,0
0,6,2,0,0,2,2,2,2024-09-09,3pc Tender Combo,2,0,0
30,0,0,0,0,0,0,6,2024-09-09,10 Wings,3,0,0
30,0,0,0,0,0,0,4,2024-09-09,15 Wings,2,0,0
0,16,0,2,2,4,4,4,2024-09-09,8pc Tender Meal for 2,2,0,0
6,0,1,0,0,1,1,2,2024-09-09,6pc Wing Combo,1,0,0
24,0,3,0,0,3,3,6,2024-09-09,8pc Wing Combo,3,0,0
6,0,1,0,0,1,1,2,2024-09-09,6pc Wing Combo,1,0,0
18,0,3,0,0,3,3,6,2024-09-09,6pc Wing Combo,3,0,0
45,0,0,3,3,6,6,6,2024-09-09,15pc Meal for 2,3,0,0
48,0,0,2,2,6,0,6,2024-09-09,24pc Family Pack,2,0,0
20,0,2,0,0,2,2,4,2024-09-09,10pc Wing Combo,2,0,0
18,0,3,0,0,3,3,6,2024-09-09,6pc Wing Combo,3,0,0
0,3,1,0,0,1,1,1,2024-09-09,3pc Tender Combo,1,0,0
20,0,2,0,0,2,2,4,2024-09-09,10pc Wing Combo,2,0,0
20,0,0,0,0,0,0,4,2024-09-09,10 Wings,2,0,0
18,0,3,0,0,3,3,6,2024-09-09,6pc Wing Combo,3,0,0
45,0,0,0,0,0,0,6,2024-09-09,15 Wings,3,0,0
100,0,0,0,0,0,0,8,2024-09-09,50 Wings,2,0,0
0,8,0,1,1,2,2,2,2024-09-09,8pc Tender Meal for 2,1,0,0
0,32,0,2,2,6,0,6,2024-09-09,16pc Tender Pack,2,0,0
90,0,0,0,0,0,0,9,2024-09-09,30 Wings,3,0,0
20,0,2,0,0,2,2,4,2024-09-09,10pc Wing Combo,2,0,0
48,18,0,3,0,9,0,12,2024-09-09,Game Night Bundle,3,0,0
20,0,0,0,0,0,0,4,2024-09-09,10 Wings,2,0,0
0,48,0,3,3,9,0,9,2024-09-09,16pc Tender Pack,3,0,0
72,0,0,3,3,9,0,9,2024-09-09,24pc Family Pack,3,0,0
0,3,1,0,0,1,1,1,2024-09-09,3pc Tender Combo,1,0,0
0,15,3,0,0,3,3,3,2024-09-09,5pc Tender Combo,3,0,0
0,10,2,0,0,2,2,2,2024-09-09,5pc Tender Combo,2,0,0
0,24,0,3,3,6,6,6,2024-09-09,8pc Tender Meal for 2,3,0,0
12,0,2,0,0,2,2,4,2024-09-09,6pc Wing Combo,2,0,0
24,0,0,1,1,3,0,3,2024-09-09,24pc Family Pack,1,0,0
0,32,0,2,2,6,0,6,2024-09-10,16pc Tender Pack,2,0,0
20,0,2,0,0,2,2,4,2024-09-10,10pc Wing Combo,2,0,0
0,5,1,0,0,1,1,1,2024-09-10,5pc Tender Combo,1,0,0
60,0,0,0,0,0,0,6,2024-09-10,30 Wings,2,0,0
30,0,0,2,2,4,4,4,2024-09-10,15pc Meal for 2,2,0,0
20,0,2,0,0,2,2,4,2024-09-10,10pc Wing Combo,2,0,0
12,0,2,0,0,2,2,4,2024-09-10,6pc Wing Combo,2,0,0
16,0,2,0,0,2,2,4,2024-09-10,8pc Wing Combo,2,0,0
18,0,3,0,0,3,3,6,2024-09-10,6pc Wing Combo,3,0,0
12,0,2,0,0,2,2,4,2024-09-10,6pc Wing Combo,2,0,0
90,0,0,3,3,9,0,9,2024-09-10,30pc Crew Pack,3,0,0
45,0,0,3,3,6,6,6,2024-09-10,15pc Meal for 2,3,0,0
0,24,0,3,3,6,6,6,2024-09-10,8pc Tender Meal for 2,3,0,0
15,0,0,0,0,0,0,2,2024-09-10,15 Wings,1,0,0
10,0,0,0,0,0,0,2,2024-09-10,10 Wings,1,0,0
0,9,3,0,0,3,3,3,2024-09-10,3pc Tender Combo,3,0,0
6,0,1,0,0,1,1,2,2024-09-10,6pc Wing Combo,1,0,0
0,16,0,2,2,4,4,4,2024-09-10,8pc Tender Meal for 2,2,0,0
72,0,0,3,3,9,0,9,2024-09-10,24pc Family Pack,3,0,0
18,0,3,0,0,3,3,6,2024-09-10,6pc Wing Combo,3,0,0
45,0,0,0,0,0,0,6,2024-09-10,15 Wings,3,0,0
15,0,0,1,1,2,2,2,2024-09-10,15pc Meal for 2,1,0,0
10,0,1,0,0,1,1,2,2024-09-10,10pc Wing Combo,1,0,0
15,0,0,0,0,0,0,2,2024-09-10,15 Wings,1,0,0
40,0,0,0,0,0,0,6,2024-09-10,20 Wings,2,0,0
15,0,0,1,1,2,2,2,2024-09-10,15pc Meal for 2,1,0,0
45,0,0,3,3,6,6,6,2024-09-10,15pc Meal for 2,3,0,0
0,3,1,0,0,1,1,1,2024-09-10,3pc Tender Combo,1,0,0
0,16,0,1,1,3,0,3,2024-09-10,16pc Tender Pack,1,0,0
6,0,1,0,0,1,1,2,2024-09-10,6pc Wing Combo,1,0,0
0,3,1,0,0,1,1,1,2024-09-10,3pc Tender Combo,1,0,0
150,0,0,0,0,0,0,12,2024-09-10,50 Wings,3,0,0
10,0,1,0,0,1,1,2,2024-09-10,10pc Wing Combo,1,0,0
60,0,0,0,0,0,0,9,2024-09-10,20 Wings,3,0,0
50,0,0,0,0,0,0,4,2024-09-10,50 Wings,1,0,0
20,0,2,0,0,2,2,4,2024-09-10,10pc Wing Combo,2,0,0
0,48,0,4,4,8,0,8,2024-09-10,24pc Tender Pack,2,0,0
30,0,3,0,0,3,3,6,2024-09-10,10pc Wing Combo,3,0,0
0,48,0,3,3,9,0,9,2024-09-10,16pc Tender Pack,3,0,0
20,0,0,0,0,0,0,4,2024-09-10,10 Wings,2,0,0
20,0,2,0,0,2,2,4,2024-09-10,10pc Wing Combo,2,0,0
12,0,2,0,0,2,2,4,2024-09-11,6pc Wing Combo,2,0,0
0,16,0,1,1,3,0,3,2024-09-11,16pc Tender Pack,1,0,0
30,0,3,0,0,3,3,6,2024-09-11,10pc Wing Combo,3,0,0
0,15,3,0,0,3,3,3,2024-09-11,5pc Tender Combo,3,0,0
0,8,0,1,1,2,2,2,2024-09-11,8pc Tender Meal for 2,1,0,0
30,0,0,2,2,4,4,4,2024-09-11,15pc Meal for 2,2,0,0
30,0,0,0,0,0,0,6,2024-09-11,10 Wings,3,0,0
0,9,3,0,0,3,3,3,2024-09-11,3pc Tender Combo,3,0,0
15,0,0,0,0,0,0,2,2024-09-11,15 Wings,1,0,0
0,24,0,2,2,4,0,4,2024-09-11,24pc Tender Pack,1,0,0
30,0,0,0,0,0,0,4,2024-09-11,15 Wings,2,0,0
12,0,2,0,0,2,2,4,2024-09-11,6pc Wing Combo,2,0,0
30,0,3,0,0,3,3,6,2024-09-11,10pc Wing Combo,3,0,0
12,0,2,0,0,2,2,4,2024-09-11,6pc Wing Combo,2,0,0
90,0,0,3,3,9,0,9,2024-09-11,30pc Crew Pack,3,0,0
60,0,0,0,0,0,0,9,2024-09-11,20 Wings,3,0,0
50,0,0,2,2,4,0,4,2024-09-11,50pc Party Pack,1,0,0
45,0,0,0,0,0,0,6,2024-09-11,15 Wings,3,0,0
15,0,0,1,1,2,2,2,2024-09-11,15pc Meal for 2,1,0,0
45,0,0,3,3,6,6,6,2024-09-11,15pc Meal for 2,3,0,0
60,0,0,0,0,0,0,9,2024-09-11,20 Wings,3,0,0
90,0,0,3,3,9,0,9,2024-09-11,30pc Crew Pack,3,0,0
20,0,0,0,0,0,0,4,2024-09-11,10 Wings,2,0,0
20,0,2,0,0,2,2,4,2024-09-11,10pc Wing Combo,2,0,0
50,0,0,0,0,0,0,4,2024-09-11,50 Wings,1,0,0
0,9,3,0,0,3,3,3,2024-09-11,3pc Tender Combo,3,0,0
0,24,0,2,2,4,0,4,2024-09-11,24pc Tender Pack,1,0,0
6,0,1,0,0,1,1,2,2024-09-11,6pc Wing Combo,1,0,0
225,0,0,9,9,18,0,15,2024-09-11,75pc Pack,3,0,0
40,0,0,0,0,0,0,6,2024-09-11,20 Wings,2,0,0
30,0,0,0,0,0,0,4,2024-09-11,15 Wings,2,0,0
6,0,1,0,0,1,1,2,2024-09-11,6pc Wing Combo,1,0,0
30,0,0,2,2,4,4,4,2024-09-11,15pc Meal for 2,2,0,0
90,0,0,3,3,9,0,9,2024-09-11,30pc Crew Pack,3,0,0
24,0,3,0,0,3,3,6,2024-09-11,8pc Wing Combo,3,0,0
0,32,0,2,2,6,0,6,2024-09-11,16pc Tender Pack,2,0,0
16,0,2,0,0,2,2,4,2024-09-11,8pc Wing Combo,2,0,0
15,0,0,1,1,2,2,2,2024-09-11,15pc Meal for 2,1,0,0
0,16,0,2,2,4,4,4,2024-09-11,8pc Tender Meal for 2,2,0,0
10,0,0,0,0,0,0,2,2024-09-12,10 Wings,1,0,0
8,0,1,0,0,1,1,2,2024-09-12,8pc Wing Combo,1,0,0
0,16,0,1,1,3,0,3,2024-09-12,16pc Tender Pack,1,0,0
72,0,0,3,3,9,0,9,2024-09-12,24pc Family Pack,3,0,0
12,0,2,0,0,2,2,4,2024-09-12,6pc Wing Combo,2,0,0
30,0,0,0,0,0,0,6,2024-09-12,10 Wings,3,0,0
0,6,2,0,0,2,2,2,2024-09-12,3pc Tender Combo,2,0,0
20,0,2,0,0,2,2,4,2024-09-12,10pc Wing Combo,2,0,0
40,0,0,0,0,0,0,6,2024-09-12,20 Wings,2,0,0
18,0,3,0,0,3,3,6,2024-09-12,6pc Wing Combo,3,0,0
10,0,1,0,0,1,1,2,2024-09-12,10pc Wing Combo,1,0,0
0,72,0,6,6,12,0,12,2024-09-12,24pc Tender Pack,3,0,0
0,16,0,2,2,4,4,4,2024-09-12,8pc Tender Meal for 2,2,0,0
45,0,0,3,3,6,6,6,2024-09-12,15pc Meal for 2,3,0,0
12,0,2,0,0,2,2,4,2024-09-12,6pc Wing Combo,2,0,0
15,0,0,0,0,0,0,2,2024-09-12,15 Wings,1,0,0
15,0,0,1,1,2,2,2,2024-09-12,15pc Meal for 2,1,0,0
24,0,3,0,0,3,3,6,2024-09-12,8pc Wing Combo,3,0,0
100,0,0,4,4,8,0,6,2024-09-12,100pc Pack,1,0,0
40,0,0,0,0,0,0,6,2024-09-12,20 Wings,2,0,0
12,0,2,0,0,2,2,4,2024-09-12,6pc Wing Combo,2,0,0
0,24,0,2,2,4,0,4,2024-09-12,24pc Tender Pack,1,0,0
0,3,1,0,0,1,1,1,2024-09-12,3pc Tender Combo,1,0,0
30,0,0,1,1,3,0,3,2024-09-12,30pc Crew Pack,1,0,0
0,48,0,3,3,9,0,9,2024-09-12,16pc Tender Pack,3,0,0
225,0,0,0,0,0,0,15,2024-09-12,75 Wings,3,0,0
20,0,2,0,0,2,2,4,2024-09-12,10pc Wing Combo,2,0,0
24,0,3,0,0,3,3,6,2024-09-12,8pc Wing Combo,3,0,0
60,0,0,0,0,0,0,9,2024-09-12,20 Wings,3,0,0
0,16,0,2,2,4,4,4,2024-09-12,8pc Tender Meal for 2,2,0,0
60,0,0,2,2,6,0,6,2024-09-12,30pc Crew Pack,2,0,0
0,3,1,0,0,1,1,1,2024-09-12,3pc Tender Combo,1,0,0
0,16,0,1,1,3,0,3,2024-09-12,16pc Tender Pack,1,0,0
30,0,0,0,0,0,0,6,2024-09-12,10 Wings,3,0,0
60,0,0,0,0,0,0,6,2024-09-12,30 Wings,2,0,0
90,0,0,3,3,9,0,9,2024-09-12,30pc Crew Pack,3,0,0
45,0,0,3,3,6,6,6,2024-09-12,15pc Meal for 2,3,0,0
150,0,0,0,0,0,0,12,2024-09-13,50 Wings,3,0,0
18,0,3,0,0,3,3,6,2024-09-13,6pc Wing Combo,3,0,0
0,5,1,0,0,1,1,1,2024-09-13,5pc Tender Combo,1,0,0
12,0,2,0,0,2,2,4,2024-09-13,6pc Wing Combo,2,0,0
0,5,1,0,0,1,1,1,2024-09-13,5pc Tender Combo,1,0,0
16,0,2,0,0,2,2,4,2024-09-13,8pc Wing Combo,2,0,0
100,0,0,0,0,0,0,8,2024-09-13,50 Wings,2,0,0
15,0,0,0,0,0,0,2,2024-09-13,15 Wings,1,0,0
6,0,1,0,0,1,1,2,2024-09-13,6pc Wing Combo,1,0,0
10,0,0,0,0,0,0,2,2024-09-13,10 Wings,1,0,0
0,10,2,0,0,2,2,2,2024-09-13,5pc Tender Combo,2,0,0
75,0,0,3,3,6,0,5,2024-09-13,75pc Pack,1,0,0
0,5,1,0,0,1,1,1,2024-09-13,5pc Tender Combo,1,0,0
0,24,0,3,3,6,6,6,2024-09-13,8pc Tender Meal for 2,3,0,0
60,0,0,0,0,0,0,9,2024-09-13,20 Wings,3,0,0
0,72,0,6,6,12,0,12,2024-09-13,24pc Tender Pack,3,0,0
0,3,1,0,0,1,1,1,2024-09-13,3pc Tender Combo,1,0,0
10,0,0,0,0,0,0,2,2024-09-13,10 Wings,1,0,0
16,6,0,1,0,3,0,4,2024-09-13,Game Night Bundle,1,0,0
30,0,0,2,2,4,4,4,2024-09-13,15pc Meal for 2,2,0,0
16,0,2,0,0,2,2,4,2024-09-13,8pc Wing Combo,2,0,0
0,48,0,3,3,9,0,9,2024-09-13,16pc Tender Pack,3,0,0
32,12,0,2,0,6,0,8,2024-09-13,Game Night Bundle,2,0,0
16,0,2,0,0,2,2,4,2024-09-13,8pc Wing Combo,2,0,0
60,0,0,2,2,6,0,6,2024-09-13,30pc Crew Pack,2,0,0
18,0,3,0,0,3,3,6,2024-09-13,6pc Wing Combo,3,0,0
30,0,0,0,0,0,0,6,2024-09-13,10 Wings,3,0,0
100,0,0,0,0,0,0,8,2024-09-13,50 Wings,2,0,0
75,0,0,3,3,6,0,5,2024-09-13,75pc Pack,1,0,0
72,0,0,3,3,9,0,9,2024-09-13,24pc Family Pack,3,0,0
40,0,0,0,0,0,0,6,2024-09-13,20 Wings,2,0,0
8,0,1,0,0,1,1,2,2024-09-13,8pc Wing Combo,1,0,0
20,0,0,0,0,0,0,3,2024-09-13,20 Wings,1,0,0
72,0,0,3,3,9,0,9,2024-09-13,24pc Family Pack,3,0,0
0,3,1,0,0,1,1,1,2024-09-13,3pc Tender Combo,1,0,0
0,9,3,0,0,3,3,3,2024-09-13,3pc Tender Combo,3,0,0
0,10,2,0,0,2,2,2,2024-09-13,5pc Tender Combo,2,0,0
90,0,0,0,0,0,0,9,2024-09-13,30 Wings,3,0,0
50,0,0,0,0,0,0,4,2024-09-13,50 Wings,1,0,0
0,15,3,0,0,3,3,3,2024-09-14,5pc Tender Combo,3,0,1
30,0,3,0,0,3,3,6,2024-09-14,10pc Wing Combo,3,0,1
45,0,0,3,3,6,6,6,2024-09-14,15pc Meal for 2,3,0,1
0,10,2,0,0,2,2,2,2024-09-14,5pc Tender Combo,2,0,1
150,0,0,0,0,0,0,12,2024-09-14,50 Wings,3,0,1
0,24,0,3,3,6,6,6,2024-09-14,8pc Tender Meal for 2,3,0,1
20,0,0,0,0,0,0,4,2024-09-14,10 Wings,2,0,1
72,0,0,3,3,9,0,9,2024-09-14,24pc Family Pack,3,0,1
20,0,2,0,0,2,2,4,2024-09-14,10pc Wing Combo,2,0,1
60,0,0,2,2,6,0,6,2024-09-14,30pc Crew Pack,2,0,1
30,0,0,0,0,0,0,6,2024-09-14,10 Wings,3,0,1
50,0,0,2,2,4,0,4,2024-09-14,50pc Party Pack,1,0,1
15,0,0,0,0,0,0,2,2024-09-14,15 Wings,1,0,1
48,18,0,3,0,9,0,12,2024-09-14,Game Night Bundle,3,0,1
12,0,2,0,0,2,2,4,2024-09-14,6pc Wing Combo,2,0,1
12,0,2,0,0,2,2,4,2024-09-14,6pc Wing Combo,2,0,1
16,0,2,0,0,2,2,4,2024-09-14,8pc Wing Combo,2,0,1
72,0,0,3,3,9,0,9,2024-09-14,24pc Family Pack,3,0,1
8,0,1,0,0,1,1,2,2024-09-14,8pc Wing Combo,1,0,1
30,0,0,0,0,0,0,4,2024-09-14,15 Wings,2,0,1
12,0,2,0,0,2,2,4,2024-09-14,6pc Wing Combo,2,0,1
45,0,0,3,3,6,6,6,2024-09-14,15pc Meal for 2,3,0,1
8,0,1,0,0,1,1,2,2024-09-14,8pc Wing Combo,1,0,1
30,0,0,0,0,0,0,3,2024-09-14,30 Wings,1,0,1
0,24,0,3,3,6,6,6,2024-09-14,8pc Tender Meal for 2,3,0,1
20,0,0,0,0,0,0,3,2024-09-14,20 Wings,1,0,1
300,0,0,0,0,0,0,18,2024-09-14,100 Wings,3,0,1
150,0,0,6,6,12,0,10,2024-09-14,75pc Pack,2,0,1
30,0,3,0,0,3,3,6,2024-09-14,10pc Wing Combo,3,0,1
16,0,2,0,0,2,2,4,2024-09-14,8pc Wing Combo,2,0,1
30,0,3,0,0,3,3,6,2024-09-14,10pc Wing Combo,3,0,1
0,16,0,2,2,4,4,4,2024-09-14,8pc Tender Meal for 2,2,0,1
12,0,2,0,0,2,2,4,2024-09-14,6pc Wing Combo,2,0,1
18,0,3,0,0,3,3,6,2024-09-14,6pc Wing Combo,3,0,1
0,10,2,0,0,2,2,2,2024-09-14,5pc Tender Combo,2,0,1
0,5,1,0,0,1,1,1,2024-09-14,5pc Tender Combo,1,0,1
0,24,0,3,3,6,6,6,2024-09-14,8pc Tender Meal for 2,3,0,1
24,0,0,1,1,3,0,3,2024-09-14,24pc Family Pack,1,0,1
20,0,0,0,0,0,0,4,2024-09-14,10 Wings,2,0,1
0,6,2,0,0,2,2,2,2024-09-14,3pc Tender Combo,2,0,1
12,0,2,0,0,2,2,4,2024-09-14,6pc Wing Combo,2,0,1
30,0,0,0,0,0,0,6,2024-09-14,10 Wings,3,0,1
100,0,0,0,0,0,0,8,2024-09-14,50 Wings,2,0,1
6,0,1,0,0,1,1,2,2024-09-14,6pc Wing Combo,1,0,1
24,0,0,1,1,3,0,3,2024-09-14,24pc Family Pack,1,0,1
150,0,0,6,6,12,0,12,2024-09-14,50pc Party Pack,3,0,1
8,0,1,0,0,1,1,2,2024-09-14,8pc Wing Combo,1,0,1
45,0,0,0,0,0,0,6,2024-09-14,15 Wings,3,0,1
30,0,3,0,0,3,3,6,2024-09-14,10pc Wing Combo,3,0,1
20,0,0,0,0,0,0,4,2024-09-14,10 Wings,2,0,1
0,8,0,1,1,2,2,2,2024-09-14,8pc Tender Meal for 2,1,0,1
0,5,1,0,0,1,1,1,2024-09-14,5pc Tender Combo,1,0,1
8,0,1,0,0,1,1,2,2024-09-14,8pc Wing Combo,1,0,1
20,0,2,0,0,2,2,4,2024-09-14,10pc Wing Combo,2,0,1
18,0,3,0,0,3,3,6,2024-09-14,6pc Wing Combo,3,0,1
0,10,2,0,0,2,2,2,2024-09-15,5pc Tender Combo,2,0,1
12,0,2,0,0,2,2,4,2024-09-15,6pc Wing Combo,2,0,1
100,0,0,0,0,0,0,8,2024-09-15,50 Wings,2,0,1
0,9,3,0,0,3,3,3,2024-09-15,3pc Tender Combo,3,0,1
100,0,0,4,4,8,0,6,2024-09-15,100pc Pack,1,0,1
15,0,0,0,0,0,0,2,2024-09-15,15 Wings,1,0,1
45,0,0,0,0,0,0,6,2024-09-15,15 Wings,3,0,1
0,3,1,0,0,1,1,1,2024-09-15,3pc Tender Combo,1,0,1
60,0,0,0,0,0,0,6,2024-09-15,30 Wings,2,0,1
12,0,2,0,0,2,2,4,2024-09-15,6pc Wing Combo,2,0,1
8,0,1,0,0,1,1,2,2024-09-15,8pc Wing Combo,1,0,1
0,5,1,0,0,1,1,1,2024-09-15,5pc Tender Combo,1,0,1
45,0,0,3,3,6,6,6,2024-09-15,15pc Meal for 2,3,0,1
150,0,0,6,6,12,0,12,2024-09-15,50pc Party Pack,3,0,1
45,0,0,3,3,6,6,6,2024-09-15,15pc Meal for 2,3,0,1
72,0,0,3,3,9,0,9,2024-09-15,24pc Family Pack,3,0,1
30,0,0,0,0,0,0,6,2024-09-15,10 Wings,3,0,1
0,9,3,0,0,3,3,3,2024-09-15,3pc Tender Combo,3,0,1
32,12,0,2,0,6,0,8,2024-09-15,Game Night Bundle,2,0,1
10,0,0,0,0,0,0,2,2024-09-15,10 Wings,1,0,1
30,0,3,0,0,3,3,6,2024-09-15,10pc Wing Combo,3,0,1
20,0,2,0,0,2,2,4,2024-09-15,10pc Wing Combo,2,0,1
15,0,0,1,1,2,2,2,2024-09-15,15pc Meal for 2,1,0,1
15,0,0,0,0,0,0,2,2024-09-15,15 Wings,1,0,1
6,0,1,0,0,1,1,2,2024-09-15,6pc Wing Combo,1,0,1
30,0,3,0,0,3,3,6,2024-09-15,10pc Wing Combo,3,0,1
60,0,0,0,0,0,0,9,2024-09-15,20 Wings,3,0,1
0,15,3,0,0,3,3,3,2024-09-15,5pc Tender Combo,3,0,1
10,0,1,0,0,1,1,2,2024-09-15,10pc Wing Combo,1,0,1
10,0,1,0,0,1,1,2,2024-09-15,10pc Wing Combo,1,0,1
30,0,0,0,0,0,0,4,2024-09-15,15 Wings,2,0,1
40,0,0,0,0,0,0,6,2024-09-15,20 Wings,2,0,1
20,0,2,0,0,2,2,4,2024-09-15,10pc Wing Combo,2,0,1
60,0,0,2,2,6,0,6,2024-09-15,30pc Crew Pack,2,0,1
15,0,0,0,0,0,0,2,2024-09-15,15 Wings,1,0,1
0,72,0,6,6,12,0,12,2024-09-15,24pc Tender Pack,3,0,1
30,0,0,0,0,0,0,6,2024-09-15,10 Wings,3,0,1
0,9,3,0,0,3,3,3,2024-09-15,3pc Tender Combo,3,0,1
60,0,0,0,0,0,0,9,2024-09-15,20 Wings,3,0,1
30,0,0,2,2,4,4,4,2024-09-15,15pc Meal for 2,2,0,1
8,0,1,0,0,1,1,2,2024-09-15,8pc Wing Combo,1,0,1
0,24,0,3,3,6,6,6,2024-09-15,8pc Tender Meal for 2,3,0,1
0,3,1,0,0,1,1,1,2024-09-15,3pc Tender Combo,1,0,1
30,0,0,0,0,0,0,4,2024-09-15,15 Wings,2,0,1
12,0,2,0,0,2,2,4,2024-09-15,6pc Wing Combo,2,0,1
45,0,0,0,0,0,0,6,2024-09-15,15 Wings,3,0,1
45,0,0,3,3,6,6,6,2024-09-15,15pc Meal for 2,3,0,1
0,10,2,0,0,2,2,2,2024-09-15,5pc Tender Combo,2,0,1
12,0,2,0,0,2,2,4,2024-09-15,6pc Wing Combo,2,0,1
0,5,1,0,0,1,1,1,2024-09-15,5pc Tender Combo,1,0,1
0,32,0,2,2,6,0,6,2024-09-15,16pc Tender Pack,2,0,1
24,0,0,1,1,3,0,3,2024-09-15,24pc Family Pack,1,0,1
20,0,2,0,0,2,2,4,2024-09-15,10pc Wing Combo,2,0,1
0,3,1,0,0,1,1,1,2024-09-15,3pc Tender Combo,1,0,1
30,0,0,0,0,0,0,4,2024-09-15,15 Wings,2,0,1
30,0,0,2,2,4,4,4,2024-09-15,15pc Meal for 2,2,0,1
10,0,1,0,0,1,1,2,2024-09-15,10pc Wing Combo,1,0,1
10,0,1,0,0,1,1,2,2024-09-15,10pc Wing Combo,1,0,1
150,0,0,0,0,0,0,12,2024-09-15,50 Wings,3,0,1
72,0,0,3,3,9,0,9,2024-09-15,24pc Family Pack,3,0,1
12,0,2,0,0,2,2,4,2024-09-15,6pc Wing Combo,2,0,1
20,0,0,0,0,0,0,4,2024-09-15,10 Wings,2,0,1
0,8,0,1,1,2,2,2,2024-09-15,8pc Tender Meal for 2,1,0,1
16,0,2,0,0,2,2,4,2024-09-15,8pc Wing Combo,2,0,1
48,18,0,3,0,9,0,12,2024-09-15,Game Night Bundle,3,0,1
0,5,1,0,0,1,1,1,2024-09-15,5pc Tender Combo,1,0,1
16,0,2,0,0,2,2,4,2024-09-16,8pc Wing Combo,2,0,0
30,0,0,0,0,0,0,4,2024-09-16,15 Wings,2,0,0
30,0,0,0,0,0,0,3,2024-09-16,30 Wings,1,0,0
20,0,2,0,0,2,2,4,2024-09-16,10pc Wing Combo,2,0,0
15,0,0,1,1,2,2,2,2024-09-16,15pc Meal for 2,1,0,0
16,0,2,0,0,2,2,4,2024-09-16,8pc Wing Combo,2,0,0
45,0,0,3,3,6,6,6,2024-09-16,15pc Meal for 2,3,0,0
0,24,0,3,3,6,6,6,2024-09-16,8pc Tender Meal for 2,3,0,0
20,0,2,0,0,2,2,4,2024-09-16,10pc Wing Combo,2,0,0
6,0,1,0,0,1,1,2,2024-09-16,6pc Wing Combo,1,0,0
30,0,0,2,2,4,4,4,2024-09-16,15pc Meal for 2,2,0,0
30,0,0,1,1,3,0,3,2024-09-16,30pc Crew Pack,1,0,0
0,6,2,0,0,2,2,2,2024-09-16,3pc Tender Combo,2,0,0
0,24,0,3,3,6,6,6,2024-09-16,8pc Tender Meal for 2,3,0,0
18,0,3,0,0,3,3,6,2024-09-16,6pc Wing Combo,3,0,0
100,0,0,4,4,8,0,8,2024-09-16,50pc Party Pack,2,0,0
20,0,2,0,0,2,2,4,2024-09-16,10pc Wing Combo,2,0,0
100,0,0,0,0,0,0,8,2024-09-16,50 Wings,2,0,0
72,0,0,3,3,9,0,9,2024-09-16,24pc Family Pack,3,0,0
18,0,3,0,0,3,3,6,2024-09-16,6pc Wing Combo,3,0,0
6,0,1,0,0,1,1,2,2024-09-16,6pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-09-16,10pc Wing Combo,2,0,0
16,0,2,0,0,2,2,4,2024-09-16,8pc Wing Combo,2,0,0
0,15,3,0,0,3,3,3,2024-09-16,5pc Tender Combo,3,0,0
30,0,0,0,0,0,0,4,2024-09-16,15 Wings,2,0,0
15,0,0,1,1,2,2,2,2024-09-16,15pc Meal for 2,1,0,0
0,6,2,0,0,2,2,2,2024-09-16,3pc Tender Combo,2,0,0
0,48,0,3,3,9,0,9,2024-09-16,16pc Tender Pack,3,0,0
48,0,0,2,2,6,0,6,2024-09-16,24pc Family Pack,2,0,0
18,0,3,0,0,3,3,6,2024-09-16,6pc Wing Combo,3,0,0
10,0,1,0,0,1,1,2,2024-09-16,10pc Wing Combo,1,0,0
20,0,0,0,0,0,0,3,2024-09-16,20 Wings,1,0,0
20,0,0,0,0,0,0,4,2024-09-16,10 Wings,2,0,0
12,0,2,0,0,2,2,4,2024-09-16,6pc Wing Combo,2,0,0
30,0,3,0,0,3,3,6,2024-09-16,10pc Wing Combo,3,0,0
0,24,0,2,2,4,0,4,2024-09-16,24pc Tender Pack,1,0,0
50,0,0,2,2,4,0,4,2024-09-16,50pc Party Pack,1,0,0
0,24,0,2,2,4,0,4,2024-09-16,24pc Tender Pack,1,0,0
10,0,1,0,0,1,1,2,2024-09-16,10pc Wing Combo,1,0,0
100,0,0,0,0,0,0,8,2024-09-16,50 Wings,2,0,0
0,5,1,0,0,1,1,1,2024-09-17,5pc Tender Combo,1,0,0
0,5,1,0,0,1,1,1,2024-09-17,5pc Tender Combo,1,0,0
30,0,0,2,2,4,4,4,2024-09-17,15pc Meal for 2,2,0,0
30,0,0,0,0,0,0,4,2024-09-17,15 Wings,2,0,0
8,0,1,0,0,1,1,2,2024-09-17,8pc Wing Combo,1,0,0
6,0,1,0,0,1,1,2,2024-09-17,6pc Wing Combo,1,0,0
8,0,1,0,0,1,1,2,2024-09-17,8pc Wing Combo,1,0,0
20,0,2,0,0,2,2,4,2024-09-17,10pc Wing Combo,2,0,0
20,0,2,0,0,2,2,4,2024-09-17,10pc Wing Combo,2,0,0
0,8,0,1,1,2,2,2,2024-09-17,8pc Tender Meal for 2,1,0,0
20,0,2,0,0,2,2,4,2024-09-17,10pc Wing Combo,2,0,0
0,16,0,2,2,4,4,4,2024-09-17,8pc Tender Meal for 2,2,0,0
